conceptType,conceptUri,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
Occupation,http://data.europa.eu/esco/occupation/557f9ccc-4e46-4bb2-8d20-272cd978b152,veterinary scientist,released,veterinary researcher,"Veterinary scientist develop and do research in animal models, compare basic biology across animals, and translate research findings to different species, including humans.",http://data.europa.eu/esco/isco/C2250,Veterinarians
Occupation,http://data.europa.eu/esco/occupation/55a785db-0636-41b8-950f-0b65abe5e81b,pharmacy lecturer,released,university pharmacology lecturer | lecturer of pharmacy | lecturer in pharmaceutics lecturer | lecturer in pharmaceutical sciences | lecturer in pharmacy | pharmacy docent | university pharmacy lecturer | pharmaceutics lecturer instructor | pharmaceutics lecturer professor | university lecturer in pharmacy | university pharmaceutical sciences teacher | pharmacy lecturer | professor of pharmacology | pharmacy teacher | university lecturer in pharmacology | university pharmaceutical sciences lecturer | pharmaceutics lecturer lector | higher education pharmaceutical sciences teacher | pharmacy instructor | pharmaceutics lecturer teacher | professor of pharmaceutical sciences | lecturer in pharmacology | pharmacy lector | pharmaceutics lecturer docent | university lecturer in pharmaceutical sciences | pharmacy professor | professor of pharmacy | pharmaceutics lecturer | higher education pharmacy teacher | university pharmacy teacher,"Pharmacy lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, pharmacy, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for leading laboratory practices, grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their field of pharmacy, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/574f3232-1d07-4034-8cac-c57ddbfff192,analytical chemist,released,analytical chemistry analyst | chemistry scholar | analytical chemistry research analyst | analytical chemistry scientist | chemistry scientist | chemistry science researcher | chemistry research analyst | chemist | chrystalographer | analytical chemistry research scientist | chemistry research scientist | analytical chemistry scholar | chemistry researcher | chemistry analyst | analytic chemist | analytical chemist | analytical chemistry science researcher | analytical chemistry researcher,"Analytical chemists research and describe the chemical composition of substances. Moreover, they draw conclusions related to the behaviour of such substances in different conditions. Analytical chemists play an important role in looking at the relationship between chemistry and the environment, food, fuel, and medicine. They use a range of techniques such as electro-chromatography, gas and high performance liquid chromatography and spectroscopy.",http://data.europa.eu/esco/occupation/0d93706d-32fd-4de3-aa08-be1003e325da,chemist
Occupation,http://data.europa.eu/esco/occupation/57a12047-4f1e-40ed-add5-9736923f231b,astronomer,released,astronomy scientist | astronomy analyst | astrophysicist | astronomy scholar | astronomer | astronomy science researcher | astronomy research analyst | astronomy research scientist | astronomers | astronomy researcher,"Astronomers research the formation, structures, properties, and development of celestial bodies and interstellar matter. They use ground-based equipment and space-based equipment to collect data about the space for research purposes.",http://data.europa.eu/esco/isco/C2111,Physicists and astronomers
Occupation,http://data.europa.eu/esco/occupation/59a02420-91df-4e46-b37b-22e3fd8c11f0,physics lecturer,released,university physics teacher | senior lecturer in physics | lecturer of physics | specialist lecturer in physics | lecturer in physics | university lecturer in physics | physics docent | higher education physics teacher | physics educator | physics instructor | university physics lecturer | professor of physics | physics lector | physics teacher | physics lecturer | physics professor,"Physics lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, physics, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants 
for the preparation of lectures and of exams, for leading laboratory practices, grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their field of physics, publish their findings and liaise with&gt;other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/5a282a39-5346-454a-b1ef-c1217c50e156,educational researcher,released,educational science researcher | educational research scientist | educational analyst | education studies research analyst | educational researcher | educational scientist | education researcher | education methods specialist | educational research analyst | education studies research scientist | pedagogue | education studies analyst | education studies scientist | education studies scholar | education studies researcher | educational scholar,"Educational researchers perform research in the area of education. They strive to broaden the knowledge on how education processes, educational systems, and individuals (teachers and learners) work. They foresee areas of improvement and develop plans for the implementation of innovations. They advise legislators and policy makers on educational issues and assist in the planning of educational policies.",http://data.europa.eu/esco/isco/C2351,Education methods specialists
Occupation,http://data.europa.eu/esco/occupation/5ac65daa-0896-4193-9f0e-8b00746b78a1,university research assistant,released,university research associate | research associate in university | assistant researcher in higher education | university assistant | university research technology expert | university research support worker | university research support | higher education research assistant | university research technology specialist | university research aide | university research assistant | university research technician | university research technologist | assistant researcher in university | research assistant in university | research associate in higher education | higher education research associate | higher education assistant researcher,"University research assistants conduct academic research for the university or college they are employed in. They may assist professors they are affiliated with, their supervisor, in their research or develop their own in the related field of that professor.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/5fdfa822-c1ba-477e-87cc-3d742e59310d,biology lecturer,released,professor of biological sciences | lecturer in biology | biological sciences lector | biology lector | biology instructor | university biological sciences lecturer | university biology lecturer | university lecturer in biology | biological science lecturer | biological sciences lecturer | biology docent | professor of biology | university lecturer in biological science | lecturer in biological sciences | biology lecturer | instructor in biology | biology professor | biology teacher | higher education biology teacher | biological science lector,"Biology lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, biology. They work with their university research assistants and university teaching assistants in the preparation of lectures and of exams, leading laboratory practices, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of biology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/605e58d6-ad27-4828-b1f5-16707f327fa0,education studies lecturer,released,professor of education studies | education studies lector | education studies instructor | university lecturer in education studies | education studies lecturer | university education studies lecturer | education studies teacher | education studies docent | education studies professor | senior lecturer in education studies | higher education  studies teacher | university education studies teacher | lecturer of education studies | lecturer in education studies,"Education studies lecturers are professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, education studies, so they can become teachers themselves. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/6140be85-2d45-44b2-b0ba-412aadcead1e,geneticist,released,genetics engineer | genetics research scientist | geneticists | genetics scholar | genetics analyst | genetics research analyst | genetics science researcher | geneticist | cell geneticist | genetics scientist | genetic scientist | embryologist | molecular geneticist | molecular biologist | genetics researcher,"Geneticists study and focus their research on genetics. They analyse the fashion in which genes interact, operate, and inherit traits and characteristics. Based on their research, they attend patients with inherited diseases and conditions, congenital malformations, and genetic matters at large.",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/66527cdc-b7a5-4996-9448-7e327b68d08d,art studies lecturer,released,higher education art studies teacher | art studies instructor | art studies professor | arts studies lector | specialist educator in art studies | art studies lecturer | university art studies lecturer | arts studies lecturer | lecturer in art studies | university lecturer in art studies | senior lecturer in art studies | art studies teacher | professor of art studies | art studies docent | art studies lector,"Art studies lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, art studies, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of arts studies, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer,released,teaching fellow | higher education lecturer | university reader | professor | higher education senior lecturer | university lecturer | principal lecturer | research lecturer | HE lecturer | higher education instructor | reader | university professor,"Higher education lecturers instruct students who have obtained an upper secondary education diploma in their own specialised field of study, which is predominantly academic in nature. They may have job titles such as senior lecturer or professor. They work with their teaching and research assistants for the preparation of lectures and exams, for grading papers and exams, for leading laboratory practices, and for leading review and feedback sessions for the students. They also conduct academic research in their respective field, publish their findings and liaise with their academic colleagues.",http://data.europa.eu/esco/isco/C2310,University and higher education teachers
Occupation,http://data.europa.eu/esco/occupation/68d973df-bf10-4bf7-9a1b-fbd9f604b9db,bioinformatics scientist,released,bioinformatics analyst | environmental scientist | research scientist | computer scientist | biotechnology scientist | senior bioinformatics scientist | bioinformatics researcher | IT researcher | data scientist | bioinformatics scientist | computer analyst | biology researcher | IT expert | bioinformatician | junior bioinformatics scientist,"Bioinformatics scientists analyse biological processes using computer programmes. They maintain or construct databases containing biological information. Bioinformatics scientists gather and analyse biological data and may also assist scientists in various fields, including in biotechnology and pharmaceutics. They perform scientific research and statistical analyses, and report on their findings. Bioinformatics scientists may also collect DNA samples, discover data patterns and conduct genetic research.",http://data.europa.eu/esco/isco/C2131,"Biologists, botanists, zoologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/68f4fdd9-182c-4c0d-a73d-f767b8a8355e,aquaculture biologist,released,expert in aquaculture biology | aquaculture biology researcher | aquaculture biology research analyst | consultant aquaculture biologist | aquaculture biology scholar | aquaculture biology research scientist | aquaculture biology specialist | specialist in aquaculture biology | aquaculture biology expert | aquaculture biologist | aquaculture biology science researcher | aquaculture biology scientist | aquaculture biology analyst,"Aquaculture biologists apply knowledge gained from research about aquatic animals and plant life and their interactions with each other and the environment, in order to improve aquaculture production, prevent animal health and environmental problems and to provide solutions if necessary. 
",http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442,communication scientist,released,communication studies research analyst | communication scholar | communication studies scholar | communication scientist | communication researcher | communication studies research scientist | communication research analyst | communication research scientist | communication studies analyst | communication studies researcher | communication analyst | communication science researcher | communications scientist,"Communication scientists research the different aspects of the planning, collecting, creating, organizing, preserving, using, evaluating and exchanging information through verbal or non-verbal communication. They study the interactions between groups, individuals, and individuals with technologies (robots).",http://data.europa.eu/esco/occupation/acf69cab-8629-45c8-ae10-c8fb15f474b6,anthropologist
Occupation,http://data.europa.eu/esco/occupation/6d421d34-baa1-44f9-9ea0-231d76e325fd,religion scientific researcher,released,religious studies scholar | theology studies researcher | religion scientific researcher | theology studies scholar | theology scholar | religious studies researcher | theologist | theologian | theology researcher,"Religion scientific researchers study concepts related to religions, beliefs and spirituality. They apply rationality in the pursue of morality and ethics by studying of scripture, religion, discipline, and divine law.",http://data.europa.eu/esco/isco/C2636,Religious professionals
Occupation,http://data.europa.eu/esco/occupation/6df6c5cb-c1a2-42c8-acd0-1ee5563c36c1,biochemist,released,biochemistry studies scholar | biochemistry studies research analyst | biochemistry studies researcher | biochemistry science researcher | bio-chemist | biochemistry research scientist | biochemistry scientist | biochemistry research analyst | chemical biotechnologist | biochemist | biochemistry studies scientist | biochemistry studies research scientist | biochemistry scholar | biochemistry analyst | biochemistry studies analyst | biochemistry researcher | biological chemist,Biochemists study and perform research on the reactions caused by chemicals in living organisms. This includes performing research for the development or improvement of chemical-based products (e.g. medicine) aimed at improving the health of living organisms and at better understanding their reactions.,http://data.europa.eu/esco/occupation/eee68e13-8248-43bb-a9fb-959832a6c217,biologist
Occupation,http://data.europa.eu/esco/occupation/6e92d4b5-3167-4166-802f-da7753951a31,ICT research consultant,released,ICT research advisor | IT research consultant | IT research advisor | ICT research consultant | ICT research consultants | ICT research specialist | IT research specialist,"ICT research consultants perform targeted ICT research and provide a final report to the client. They also use ICT tools to design questionnaires for surveys, analyse the results, write reports, present the results and make recommendations based on the research findings.",http://data.europa.eu/esco/isco/C2511,Systems analysts
Occupation,http://data.europa.eu/esco/occupation/71f09c8b-a172-408c-b9e7-32e580e39ff6,general practitioner,released,general practitioner,"General practitioners promote health, prevent, identify ill health, diagnose and treat diseases and promote recovery of physical and mental illness and health disorders of all kinds for all persons regardless of their age, sex or type of health problem.",http://data.europa.eu/esco/isco/C2211,Generalist medical practitioners
Occupation,http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2,mathematician,released,mathematics science researcher | logic scientist | mathematics scientist | logic research scientist | mathematics researcher | logic science researcher | mathematics scholar | logic researcher | mathematics research scientist | mathematician | logician | logic scholar | mathematicians,"Mathematicians study and deepen existing mathematical theories in order to expand the knowledge and find new paradigms within the field. They can apply this knowledge to challenges presented in engineering and scientific projects in order to assure that measurements, quantities, and mathematic laws prove their viability.",http://data.europa.eu/esco/isco/C2120,"Mathematicians, actuaries and statisticians"
Occupation,http://data.europa.eu/esco/occupation/73ceb2f9-18e3-4cfe-9c06-e9fb31ece440,research and development manager,released,research and development supervisor | research and development associate | market research manager | product research development manager | researcher | research and development manager | research and development director,"Research and development managers coordinate the efforts of scientists, academical researchers, product developers, and market researchers towards the creation of new products, the improvement of current ones or other research activities, including scientific research. They manage and plan research and development activities of an organisation, specify goals and budget requirements and manage the staff.",http://data.europa.eu/esco/isco/C1223,Research and development managers
Occupation,http://data.europa.eu/esco/occupation/778c1d37-69f2-4184-ac98-03b7dbfba332,photonics engineer,released,engineer in photonic systems | photonic systems test engineer | engineer in photonics | photonics engineering expert | photonics engineering specialist | electro-optical engineer | photonic technology engineering consultant | photonic technology engineer | photonic technology engineering specialist | photonics engineering consultant | photonics systems engineer | photonics engineering adviser | photonic technology engineering expert | engineer specialised in photonic systems | photonic technology engineering adviser | laser engineer | photonics engineer | photonic engineer | optical systems engineer,"Photonics engineers are concerned with the generation, transmission, transformation, and detection of light. They conduct research, design, assemble, test and deploy photonic components or systems in multiple application fields, from optical communications to medical instrumentation, material processing or sensing technology.",http://data.europa.eu/esco/occupation/ab3c4d3e-3189-47ad-82af-57cdae3cb589,optical engineer
Occupation,http://data.europa.eu/esco/occupation/77abfaec-a250-4765-95fa-6091e8da1bba,electromechanical engineer,released,mechanicals engineer | electromechanical assembly engineer | electromechanical technology engineering specialist | electromechanic engineer | electromechanical design engineer | electro-mechanical engineer | engineer in electro-mechanics | engineer of electro-mechanics | specialist in electromechanics | engineering technician | electro-mechanical assembly engineer | electro mechanic engineer | electromechanical technology engineering adviser | electromechanical equipment engineer | specialist in electromechanical systems | electromechanical systems engineer | electro-mechanics engineer | engineer of electromechanics | engineer in electromechanical systems | electromechanical development engineer | electro mechanical engineer | electromechanical engineering consultant | electromechanical technology engineering expert | electric machinery engineer | electro mechanics engineer | electro-mechanical designer | electromechanical designer | electromechanical engineering specialist | electromechanical technology engineering consultant | engineer in electromechanics | electro-mechanical equipment engineer | electromechanical technology engineer | electromechanical prototype developer | electromechanical engineering adviser | electro-mechanic engineer | electrical machinery engineer | electro-mechanical design engineer | electromechanical engineering expert | electro-mechanical prototype developer | electromechanical engineer | electro-mechanical development engineer | electromechanical systems control engineer,"Electromechanical engineers design and develop equipment and machinery that use both electrical and mechanical technology. They make draughts and prepare documents detailing the material requisitions, the assembly process and other technical specifications. Electromechanical engineers also test and evaluate the prototypes. They oversee the manufacturing process.",http://data.europa.eu/esco/occupation/86ca306c-ab99-420a-9e2a-aa73c5c4de22,electrical engineer
Occupation,http://data.europa.eu/esco/occupation/7c132147-428b-4ea3-87e1-70f7abb691ce,pharmacist,released,practitioner of pharmacology | dispensing chemist | practitioner of pharmacy | pharmacology practitioner | pharmacologist | pharmacy practitioner | pharmacist | retail pharmacist,"Pharmacists prepare, dispense, and provide prescriptions for, over the counter medication. They offer clinical information on medicines, report suspected adverse reactions, and provide personalised support to patients. Pharmacists formulate and test medications in laboratories, and store, preserve, and distribute them.",http://data.europa.eu/esco/isco/C2262,Pharmacists
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,psychology lecturer,released,psychology instructor | psychology teacher | psychology docent | lector in psychology | psychology lecturer | lecturer of psychology | higher education psychology teacher | psychology professor | university lecturer in psychology | senior lecturer in psychology | lecturer in psychology | instructor in psychology | psychology lector | professor of psychology | university psychology lecturer | specialist lecturer in psychology,"Psychology lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, psychology, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of psychology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,microsystem engineer,released,specialist in microelectromechanical systems | microsystem engineering adviser | microsystem technology engineering consultant | engineer in microsystems | microsystem technology engineering specialist | micro-system engineer | micro systems engineer | microsystem engineering consultant | micro system engineer | microsystem technology engineer | microsystem technology engineering expert | advanced MEMS engineer | microelectromechanical systems engineer | microsystem engineering specialist | microsystem technology engineering adviser | micro-systems engineer | engineer in micro-systems | microsystems engineer | senior MEMS engineer | microsystem engineering expert | engineer of microsystems | microsystem engineer | MEMS engineer,"Microsystem engineers research, design, develop, and supervise the production of microelectromechanical systems (MEMS), which can be integrated in mechanical, optical, acoustic, and electronic products.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,electronics engineer
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,physicist,released,physics research scientist | medical physicist | neurologist | physics scholar | physicist | physics researcher | biophysicist | nuclear physicist | physics science researcher | forensic physicist | petrophysicist | physics analyst | physics scientist | ballist physicist,"Physicists are scientists who study physical phenomena. They focus their research depending on their specialisation, which can range from atomic particle physics to the study of phenomena in the universe. They apply their findings for the improvement of society by contributing to the development of energy supplies, treatment of illness, game development, cutting-edge equipment, and daily use objects.",http://data.europa.eu/esco/isco/C2111,Physicists and astronomers
Occupation,http://data.europa.eu/esco/occupation/82e37849-30ec-4461-a40e-263d4c984f88,palaeontologist,released,ichnologist | palaeontology analyst | palaeoecologist | palaeontology scholar | palaeontology research analyst | palaeontology science researcher | palaeontology researcher | palaeontology scientist | paleontologist | palaeontology research scientist | micropalaeontologist,"Palaeontologists research and analyse forms of life that existed in ancient eras of the planet Earth. They strive to define the evolutionary path and the interaction with different geological areas of all kinds of once organisms and such plants, pollen and spores, invertebrate and vertebrate animals, humans, traces such as footprints, and ecology and climate.",http://data.europa.eu/esco/occupation/c6196b21-20f9-4608-83fb-6f143afc740d,geologist
Occupation,http://data.europa.eu/esco/occupation/86a0c9ab-c3fa-41a3-ad3e-d0083036b3d6,mineralogist,released,environmental mineralogist | mineralogy expert | offshore mineralogist | process mineralogist | process mineralogy consultant | mineralogist | applied mineralogist | mineralogy consultant,"Mineralogists study the composition, structure and other physical aspects of the earth. They analyse various minerals and use scientific equipment to determine their structure and properties. Their work mostly focuses on the classification and identification of minerals by taking samples and performing further tests, analysis and examinations.",http://data.europa.eu/esco/isco/C2114,Geologists and geophysicists
Occupation,http://data.europa.eu/esco/occupation/89b87aa2-4008-4cc7-96f8-e2b5ffe59f28,ecologist,released,ecologist | environmental scientist | ecologists | conservationist ecologist | wildlife ecologist | conservationist scientist | aquaculture ecologist,"Ecologists carry out assessments of the health and distribution of organisms, namely people, plants, and animals, and the relationship between organisms and their environment. Ecologists usually have a specialisation area, e.g. freshwater, marine, terrestrial, fauna, and flora about which they conduct research and perform related tasks. ",http://data.europa.eu/esco/isco/C2133,Environmental protection professionals
Occupation,http://data.europa.eu/esco/occupation/8b128a08-606f-4bb1-806e-07e0ed98b40e,space science lecturer,released,higher education space science teacher | professor of astrophysics | university space science teacher | space science instructor | professor of planetary science | space sciences lector | space science lector | lecturer in space science | space science docent | lector in space science | lecturer in space sciences | space science lecturer | university lecturer in space science | space science professor | professor of astronomy | lector in space sciences | senior lecturer in space science | space science teacher | university space science lecturer,"Space science lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, space science, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and leading review and feedback sessions for the students. They also conduct academic research in their field of space science, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/8c0f59c9-9a47-42e7-8287-aab19df4e6ab,microelectronics engineer,released,microelectronics technology engineering adviser | microelectronic technology engineering consultant | engineer of microprocessors | microelectronic technology engineering expert | engineer of microelectronics | microelectronic technology engineer | microprocessor engineer | microelectronic engineering specialist | microelectronic engineering expert | microelectronics engineer | engineer of micro-electronics | micro-electronic engineer | micro-electronics engineer | microelectronic engineering consultant | microelectronic technology engineering specialist | micro electronics engineer | microelectronic engineering adviser | micro electronic engineer | microelectronics design engineer | microelectronic engineer,"Microelectronics engineers design, develop, and supervise the production of small electronic devices and components such as micro-processors and integrated circuits.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,electronics engineer
Occupation,http://data.europa.eu/esco/occupation/920c22e1-10a1-4afa-86b3-c43da8488391,social work lecturer,released,university lecturer in social work and social policy | social work docent | lecturer in social work | professor of social policy | university social work lecturer | social work teacher | senior lecturer in social work | university social work and social policy lecturer | lecturer in social work and social policy | university lecturer in social work | social work professor | professor of social work | university social work teacher | professor of social work and social policy | academic social work educator | social work instructor | lector in social work | social work lecturer | higher education social work teacher | social work lector,"Social work lecturers are professionals who exercise dual roles, on one hand they practice the academic discipline that provides social services, such as counselling, therapy or advocacy, to individuals or groups of people. On the other hand they are part of the academic world providing professional education, engaging also in research and knowledge development, contributing to solutions concerning complex social problems and innovative approaches to ameliorate those problems. They teach social work knowledge, skills and values for preparing students to engage in culturally competent social work practice with diverse populations and communities.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/92bb3d8c-8a9f-4cd7-80ec-247bbf173004,computer hardware engineer,released,engineer in computer hardware and network | computer hardware engineering consultant | IT hardware specialist | engineer of PC hardware | computer hardware engineering adviser | computer hardware technology engineering consultant | computer hardware technology engineering adviser | IT hardware engineer | engineer of IT hardware | computer network and hardware engineer | computer engineer | computer hardware technology engineering specialist | hardware engineer | specialist IT hardware engineer | engineer in computer hardware | PC hardware engineer | computer hardware technology engineering expert | computer hardware and network engineer | computer hardware engineering specialist | computer hardware technology engineer | computer hardware engineer | computer hardware engineering expert,"Computer hardware engineers design and develop computer hardware systems and components, such as circuit boards, modems, and printers. They draught blueprints and assembly drawings, develop and test the prototypes, and supervise the production process.",http://data.europa.eu/esco/occupation/4d34a9ee-2653-4da0-bef7-f59294577224,electronics engineer
Occupation,http://data.europa.eu/esco/occupation/9766cc19-5a64-4b3c-a741-71561285a419,anthropology lecturer,released,anthropology docent | higher education anthropology teacher | professor of anthropology | lecturer in anthropology | anthropology teacher | university anthropology lecturer | anthropology lector | university lecturer in anthropology | anthropology professor | instructor in anthropology | anthropology lecturer | lecturer of anthropology | anthropology instructor | specialist lecturer in anthropology | university anthropology teacher,"Anthropology lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, anthropology, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of anthropology, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/9851c83c-5670-4da0-964a-1ef0e682e30b,thanatology researcher,released,fellow in thanatology | thanatological scholar | thanatology researcher | researcher in the psychology of death and dying | thanatologist | thanatological researcher | researcher in thanatology,"Thanatology researchers study death and the dying in a variety of scientific fields such as psychology, sociology, physiology and anthropology. They contribute to the growth of knowledge on aspects of death such as the psychological phenomena the dying and those around them are experiencing. ",http://data.europa.eu/esco/isco/C2632,"Sociologists, anthropologists and related professionals"
Occupation,http://data.europa.eu/esco/occupation/9905cc76-d48b-49b1-94ab-17becb30be1a,food science lecturer,released,professor of food science | food sciences lector | university food sciences teacher | professor of food science and nutrition | lecturer in food science | food science docent | food sciences professor | food sciences docent | university lecturer in food science | food science teacher | food science and nutrition lecturer | food sciences teacher | food science professor | food science lecturer | higher education food sciences teacher | lecturer in food science and nutrition | university food science lecturer | food sciences instructor | food science instructor | food science lector,"Food science lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, food science, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, grading papers and exams and leading review and feedback sessions for the students. They also conduct academic research in their field of food science, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/99492920-e5a5-4dba-9e5a-93193147198c,economist,released,macro analyst | economics research scientist | economics research analyst | labour economist | econometrician | economics analyst | economist | social economist | economics researcher | interest analyst | economics science researcher | econophysicist | economics scholar | economics scientist,"Economists perform research and develop theories in the field of economics, whether for microeconomic or macroeconomic analysis. They study trends, analyse statistical data, and to some extent work with economic mathematical models in order to advise companies, governments, and related institutions. They advise on product feasibility, trend forecasts, emerging markets, tax policies, and consumer trends.",http://data.europa.eu/esco/isco/C2631,Economists
Occupation,http://data.europa.eu/esco/occupation/9a7e780a-b778-4a5a-b4eb-309d394d313d,university literature lecturer,released,literature docent | literature lecturer | lecturer in literature | literature instructor | higher education literature lecturer | professor of literature | senior lecturer in literature | university literature professor | HE literature lecturer | lecturer of literature | literature professor | university lecturer in literature | literature lector | university literature lecturer | literature teacher | higher education literature teacher | HE literature teacher,"University literature lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, literature, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants in the preparation of lectures and of exams, in grading papers and exams and in leading review and feedback sessions for the students. They also conduct academic research in their respective field of literature, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac,specialised doctor,released,specialized doctor,"Specialised doctors prevent, diagnose and treat diseases depending on their medical or surgical specialty.",http://data.europa.eu/esco/isco/C2212,Specialist medical practitioners
Occupation,http://data.europa.eu/esco/occupation/a36c14e6-ed96-467d-8390-6f9cf47ac350,history lecturer,released,history teacher | university lecturer in history | modern history lecturer | professor of ancient history | university history lecturer | ancient history lecturer | professor of modern history | lecturer in history | history professor | lecturer of history | professor of medieval history | history instructor | professor of history | history docent | university history teacher | history lector | higher education history teacher | medieval history lecturer | history lecturer,"History lecturers are subject professors, teachers, or lecturers who instruct students who have obtained an upper secondary education diploma in their own specialised field of study, history, which is predominantly academic in nature. They work with their university research assistants and university teaching assistants for the preparation of lectures and of exams, for grading papers and exams and for leading review and feedback sessions for the students. They also conduct academic research in their respective field of history, publish their findings and liaise with other university colleagues.",http://data.europa.eu/esco/occupation/684fd8d5-9b40-4b02-a680-438f0082d923,higher education lecturer
Occupation,http://data.europa.eu/esco/occupation/a63733fa-f7ff-4733-8961-1ec4eeaab00b,museum scientist,released,museum administrator | conservationist scientist | museum researcher | museum scientist,"Museum scientists perform and/or manage the curatorial, preparatory and clerical work in general museums, botanical gardens, art galleries, fine arts related collections, aquariums or similar areas. They manage the collections of natural, historical and anthropological material that is educational, scientific or aesthetic in purpose.",http://data.europa.eu/esco/isco/C2621,Archivists and curators
